순번,구,가맹점,주소,동
23212,동구,(주)에이프테크놀로지,"대전광역시 동구 동서대로 1503, 1층 (삼성동)",삼성동
26469,동구,(주)에이플러스경호,"대전광역시 동구 동대전로 89, 2층 정관장홍삼 (대동)",대동
17509,서구,(주)에프엘컴퍼니,대전광역시 서구 관저중로80번길 2 (관저동),관저동
26145,대덕구,(주)엑시스엘렉트로닉스,"대전광역시 대덕구 대화로 147, B동 1층 (대화동)",대화동
31090,서구,(주)엔엔바이오,"대전광역시 서구 월평중로 22, 801호 (월평동)",월평동
31614,대덕구,(주)엔진서치,대전광역시 대덕구 신탄진로115번길 71 (신대동),신대동
8693,유성구,(주)엘앤에스리틀팍스어학원,"대전광역시 유성구 노은로 178, 603호 (지족동,금강프라자)",지족동
34251,중구,(주)엠비씨(MBC)뷰티스쿨아,"대전광역시 중구 중앙로 149, 8층 한솔빌딩 (은행동)",은행동
33564,중구,(주)엠씨에프디원조태평소국밥전문점,"대전광역시 중구 태평로 116-1,1층(태평동)",태평동
33563,중구,(주)엠씨에프디원조태평소국밥전문점별관,"대전광역시 중구 태평로 116,1층(태평동)",태평동
6919,중구,(주)엠씨존파트너스,"대전광역시 중구 계백로 1715, 경복궁 메디컬파크 1동 1층 106-1,106-2호 (오류동)",오류동
10321,서구,(주)엠투오,"대전광역시 서구 문예로 67, 6,7, 지하 (둔산동)",둔산동
31810,중구,(주)엠플렛,대전광역시 중구 계백로1646번길 23 (유천동),유천동
31994,동구,(주)여이레,"대전광역시 동구 중앙로 지하 218, 지하1층 104-2호 (중동,대전역상가)",중동
32838,유성구,(주)연세제일학원,"대전광역시 유성구 노은로 150, 606호 702-1호 (지족동,드래곤랜드)",지족동
7271,유성구,(주)열두달,"대전광역시 유성구 신성남로 69-5, 1층 (신성동)",신성동
22190,대덕구,(주)영남건업,대전광역시 대덕구 대전천북로 242 (오정동),오정동
12184,서구,(주)영마트 관저점,대전광역시 서구 관저동 1605번지,관저동
32609,동구,(주)영진전자,대전광역시 동구 중앙로204번길 8 (중동),중동
20328,서구,(주)오김치,"대전광역시 서구 복수남로12번길 17, 1층 (복수동)",복수동
9282,서구,(주)오월,"대전광역시 서구 신갈마로195번길 10-1, 1층 일부호 (갈마동)",갈마동
17857,서구,(주)오휘화장품충청지사,"대전광역시 서구 계룡로 624,3층(용문동)",용문동
39240,중구,(주)옥상푸드빌 분식문방구 문화지,"대전광역시 중구 중앙로28, B101호 (문화동,센트럴 스타클래스)",문화동
39239,중구,(주)옥상푸드빌(OKSANG FOODVILL,"대전광역시 중구 중앙로28, 비층, ,101호 (문화동,센트럴스타클래스)",문화동
37537,서구,(주)온택트코리아,"대전광역시 서구 둔산로230번길 14, 2층 (둔산동)",둔산동
20211,유성구,(주)올바른,"대전광역시 유성구 원내로 74, 202호 (원내동,동희빌딩)",원내동
16092,유성구,(주)올웨이식스,"대전광역시 유성구 문화원로 105, 지상3,4층 (봉명동)",봉명동
13698,서구,(주)와움히어링,"대전광역시 서구 계룡로 639, 2층 4호 (탄방동,에이스에비뉴빌딩)",탄방동
19037,유성구,(주)와이에스씨컴퍼니,"대전광역시 유성구 엑스포로 240, 1층 (원촌동)",원촌동
24263,서구,(주)용문산업,대전광역시 서구 탄방동 56-4번지,탄방동
21403,유성구,(주)우노코스,"대전광역시 유성구 과학로 125, 110호 (어은동,한국생명공학연구원내바이오벤처센터)",어은동
30075,중구,(주)우리바이오텍 ,"대전광역시 중구 목동로 48-1, 1층 (목동)",목동
27341,대덕구,(주)우리통상,"대전광역시 대덕구 신탄진동로47번길 44,(신탄진동)",신탄진동
3826,서구,(주)우일,대전광역시 서구 도솔로 284 (내동),내동
28406,대덕구,(주)우정메디칼,대전광역시 대덕구 동서대로1761번길 12 (송촌동),송촌동
25426,대덕구,(주)운성모터스,대전광역시 대덕구 대화동 428-1,대화동
38207,서구,(주)원두집,"대전광역시 서구 구봉산북로21번길 12, 1층 (관저동)",관저동
13896,서구,(주)원츠,"대전광역시 서구 둔산남로181번길 10, 101호 (둔산동,채움하우스)",둔산동
27713,서구,(주)월평대포조개,"대전광역시 서구 청사서로 10 (월평동,,(1층))",월평동
29172,서구,(주)웰빙육사시미,"대전광역시 서구 갈마로 90, 1층 (갈마동)",갈마동
27607,서구,(주)위더스리테일 대전둔산점,"대전광역시 서구 둔산중로14번길 35, 1층 2호 (탄방동)",탄방동
39503,유성구,(주)위드허브(WITH HERB Inc.),"대전광역시 유성구 학하서로121번길7, 101호 (덕명동)",덕명동
12192,유성구,(주)윙윙,"대전광역시 유성구 대학로 195-1, 지상1층 좌측호 (어은동)",어은동
12551,유성구,(주)유성까사미아,"대전광역시 유성구 유성대로822번길 36-6,(장대동)",장대동
19468,서구,(주)유안브릿지 도시통닭,"대전광역시 서구 도솔로 343, 1층 일부 (괴정동)",괴정동
10557,서구,(주)유원테크,"대전광역시 서구 도산로403번길 21, 334호 (탄방동,전자타운)",탄방동
32856,대덕구,(주)은영수산,대전광역시 대덕구 한밭대로 1037 (오정동),오정동
9842,동구,(주)은하스포츠,"대전광역시 동구 옥천로 135, 1층,2층 (판암동)",판암동
19101,서구,(주)은하유통,"대전광역시 서구 문정로 77, 146,147 (탄방동,로데오타운)",탄방동
12282,서구,(주)이더블유알 학원,"대전광역시 서구 가장로 98-4, 1층일부(102~104호)2층,3층,4층 (가장동)",가장동
7522,유성구,(주)이룸커뮤니케이션,"대전광역시 유성구 테크노2로 199,409호(용산동,미건테크노월드)",용산동
19738,서구,(주)이룸텔레콤,"대전광역시 서구 문정로 96, 상가 104,105 (탄방동,타워렉스)",탄방동
36853,유성구,(주)이룸퍼스트클래스,"대전광역시 유성구 은구비남로33번길 51, 3층 (지족동)",지족동
40190,서구,(주)이브자리  코디센둔산점,"대전광역시 서구 문정로 72,지하1층 (탄방동)",탄방동
6736,서구,(주)이십일세기축산,"대전광역시 서구 계백로1286번길 45, 101호 (정림동)",정림동
6737,서구,(주)이십일세기축산한우명품관,"대전광역시 서구 계백로1286번길 45, 1층 (정림동)",정림동
25172,중구,(주)이지앤,"대전광역시 중구 보문로 266, 7층 (대흥동,영덕빌딩)",대흥동
26284,대덕구,(주)이지티앤케이,"대전광역시 대덕구 대전로1112번길 6,(오정동)",오정동
18444,유성구,(주)이현(꽃마름대전관평점),"대전광역시 유성구 테크노4로 105,지상6층1,2,3,8,9호(관평동)",관평동
33109,유성구,(주)인아트,대전광역시 유성구 죽동로 89 (죽동),죽동
6715,동구,(주)인터바이오,"대전광역시 동구 석천로 43-23, 1층 (낭월동)",낭월동
29287,중구,(주)일등베어링,대전광역시 중구 문화로 136-1 (문화동),문화동
30320,유성구,(주)잇다,"대전광역시 유성구 노은서로142번길 64, 1층 (지족동)",지족동
38962,서구,(주)자디트,"대전광역시 서구 가장로 52,3층 (괴정동, 천연빌딩)",괴정동
16814,유성구,(주)자작나무형제들,"대전광역시 유성구 봉명서로 21-10, 1층 (봉명동,밝은미소,지상)",봉명동
26855,대덕구,(주)재원유통,대전광역시 대덕구 비래서로10번길 64 (비래동),비래동
36617,중구,(주)재작소,"대전광역시 중구 중앙로79번길 47, 101호 (선화동)",선화동
27420,동구,(주)전인기획,"대전광역시 동구 우암로312번길 56, 1층 (가양동)",가양동
4467,중구,(주)정림스토아산성점,대전광역시 중구 대둔산로 409 (산성동),산성동
6999,대덕구,(주)정안식품,"대전광역시 대덕구 오정로51번길 17, 1층 (오정동)",오정동
24844,중구,(주)정안식품 정동닭집,대전광역시 중구 평촌로105번길 59 (태평동),태평동
32684,유성구,(주)제시카블랑,"대전광역시 유성구 북유성대로 336, 1층 2층 (반석동,미즈이엘에스여성병원빌딩)",반석동
26631,동구,(주)제이비수산,대전광역시 동구 동서대로 1585 (홍도동),홍도동
35685,대덕구,(주)제이케이유통,대전광역시 대덕구 대전로1158번길 17 (오정동),오정동
7115,중구,(주)제이팜,"대전광역시 중구 동서대로 1337, 2층 (용두동,서현빌딩)",용두동
17787,유성구,(주)제일고시학원,"대전광역시 유성구 한밭대로 414, 5층 (궁동,캠퍼스힐빌딩)",궁동
3828,서구,(주)제일축산육가공,"대전광역시 서구 도산로 222,(변동)",변동
28203,유성구,(주)제트에너지서대전주유소,대전광역시 유성구 계백로 212 (방동),방동
40029,유성구,(주)조은꿈,"대전광역시 유성구 가정북로96, B동 102호 (장동,대전경제통상진흥원)",장동
24684,서구,(주)조은냉난방,"대전광역시 서구 갈마로 311, 1층 (가장동)",가장동
9489,중구,(주)조이파티커뮤니케이션,"대전광역시 중구 계룡로 766, 2층 00000호 (오류동)",오류동
23523,서구,(주)좋은사람들리바이스강남점,"대전광역시 서구 계룡로 634-1,(용문동)",용문동
39944,유성구,(주)중부유화,"대전광역시 유성구 테크노2로 180, (용산동) .",용산동
27693,중구,(주)중앙로지하상가,"대전광역시 중구 중앙로 지하 71, 중앙로지하상가내주차장 (선화동)",선화동
19666,대덕구,(주)중앙상사,"대전광역시 대덕구 한남로155번길 19,(오정동)",오정동
31745,중구,(주)중앙학원,"대전광역시 중구 중앙로 141, 11,12층 (선화동,엔씨백화점)",선화동
35566,중구,(주)중촌주유소,대전광역시 중구 동서대로 1434 (선화동),선화동
6723,유성구,(주)지앤네트웍스,대전광역시 유성구 테크노11로 13 (탑립동),탑립동
3325,서구,(주)지앤와이컴퍼니,"대전광역시 서구 원도안로 161, 1층 (도안동)",도안동
26899,대덕구,(주)지엔지가스텍,대전광역시 대덕구 대전로 1022 (오정동),오정동
19712,유성구,(주)지티엘,대전광역시 유성구 궁동 460-1번지 계룡빌딩 101호,궁동
12346,유성구,(주)차이나,"대전광역시 유성구 유성대로730번길 109, 지상1층, (장대동)",장대동
7097,유성구,(주)찬장,"대전광역시 유성구 유성대로668번길 81, 1층 104호, 105호, 106호, 109호, 110호, 111호 (구암동,유성타워)",구암동
8905,서구,(주)채플린,"대전광역시 서구 대덕대로185번길 60, 2층 201호,202호 (둔산동,둔산플러스)",둔산동
32266,대덕구,(주)천기소방설비사 ,대전광역시 대덕구 송촌로 94-14 (송촌동),송촌동
7155,동구,(주)천연살균의학처,대전광역시 동구 산내로1287번길 59-17 (낭월동),낭월동
11321,서구,(주)청강학원,"대전광역시 서구 관저로14번길 40, 7층 (관저동,비젼9)",관저동
18459,중구,(주)청명에페보스학원,"대전광역시 중구 태평로 32, 4층 (유천동)",유천동
18466,중구,(주)청명학원,대전광역시 중구 보문산로 255 (문화동),문화동
18465,중구,(주)청명학원중등지점,대전광역시 중구 보문산로 149 (문화동),문화동
18461,중구,(주)청명학원초등지점,대전광역시 중구 보문산로 257 (문화동),문화동
40157,중구,(주)청운주,대전광역시 중구 대종로292 (문창동),문창동
19657,유성구,(주)청원오가닉 대전지사,"대전광역시 유성구 왕가봉로2번길 3-2, 1층 (노은동,가나빌라)",노은동
8734,동구,(주)총각네휴대폰가게,"대전광역시 동구 은어송로 55, 1층 103호 (가오동,그린타워)",가오동
7006,서구,(주)충청광우,"대전광역시 서구 계룡로 678, 1층 101호 (용문동)",용문동
37182,유성구,(주)카보엑스퍼트,"대전광역시 유성구 대학로 99, 산학연교육연구관 705호 (궁동,충남대학교)",궁동
40002,대덕구,(주)카페존,"대전광역시 대덕구 덕암로222번길15-13, 1층 (덕암동)",덕암동
13978,서구,(주)캡스톤,"대전광역시 서구 복수남로 5, 2층 201호 (복수동)",복수동
15131,서구,(주)컴스마트 대전점,대전광역시 서구 도산로 405 (탄방동),탄방동
11466,서구,(주)케이,"대전광역시 서구 변동로 97, 1층 (변동)",변동
13720,중구,(주)케이엘그룹  유천,"대전광역시 중구 계백로 1549, 1층,2층 (유천동)",유천동
13470,유성구,(주)케이엘그룹목원  맥도날드,"대전광역시 유성구 도안북로 81, 지상1,2층102,103,201호 (용계동,태원빌딩)",용계동
13459,유성구,(주)케이엘그룹카이스트,"대전광역시 유성구 대덕대로 535, 지상1,2층 (가정동)",가정동
15059,서구,(주)케이원씨앤에스,"대전광역시 서구 대덕대로 408, 433호,434호 (만년동,테크노월드)",만년동
9391,중구,(주)케이커머스,"대전광역시 중구 대종로550번길 5, 1513호 ~ 1514호 (선화동,유원오피스텔)",선화동
11827,유성구,(주)케이투대전유성점  아이더,"대전광역시 유성구 유성대로 785, 1,2층 (장대동,성원빌딩)",장대동
16284,유성구,(주)코리아세븐  노은점,대전광역시 유성구 은구비남로33번길 36 (지족동),지족동
22596,중구,(주)코리아세븐  대저선화법원,대전광역시 중구 대종로549번길 18 (선화동),선화동
22682,대덕구,(주)코리아세븐  대전거북이점,대전광역시 대덕구 계족로663번길 30 (법동),법동
23589,서구,(주)코리아세븐  대전도마점,대전광역시 서구 도솔로 133 (도마동),도마동
22945,서구,(주)코리아세븐  대전만년2호,대전광역시 서구 만년로 78 (만년동),만년동
